"#Table S1. Description of the data included in MATEdb. Phylum, Subphylum, Class, Subclass, Superorder, Order, Family, Genus and Species_or_Subspecies correspond to those taxonomic levels using the information from NCBI Taxonomy and curating it when required. NCBI_Taxonomy_ID stands for NCBI's Taxonomy ID. Code corresponds to a four letter plus one number code used for each dataset. The same four letters are used when a specie comprises more than one dataset and the number is changed. Genome_or_Transcriptome for whether the data corresponds to a genome or a transcriptome, Sequencing_Technology to describe the sequencing technology used to generate te data. Database corresponds to the source of the raw data and Accession_Number refers to the accession number in the aforementioned database. Reference contains the publication where the generation of the data is described. Alternative_repository refers to any other source with additional information for that given dataset. BUSCO_Database refers to the database used to quantify completeness metrics. Trinity_C_plus_F Trinity_C Trinity_S Trinity_D Trinity_F Trinity_M each refer to the complete plus fragmented genes, complete, single copy, duplicated, fragmented an missing genes as determined by BUSCO in the assemblies produced by Trinity. Filtered_C_plus_F Filtered_C Filtered_S Filtered_D Filtered_F Filtered_M refer to the aforementioned parameters after filtering the data using BlobTools. Protein_Number refers to the number of proteins identified by TransDecoder, C_plus_F C S D F M refere to the same parameters previously described as part of BUSCO's output and Eggnog refers the the number of proteins whose annotation was possible using eggNOG-mapper. Fields # contigs (>= 0 bp), # contigs (>= 1000 bp), # contigs (>= 5000 bp), # contigs (>= 10000 bp), # contigs (>= 25000 bp), # contigs (>= 50000 bp), Total length (>= 0 bp), Total length (>= 1000 bp), Total length (>= 5000 bp), Total length (>= 10000 bp), Total length (>= 25000 bp), Total length (>= 50000 bp), # contigs, Largest contig, Total length, GC (%), N50, N75, L50, L75 and # N's per 100 kbp describe the basic statistics calculated using QUAST for all the genomic datasets in the database. The fields # Transcripts and # Longest isoforms are calculated for the transcriptomes in the database."																																																												
																																																												
Phylum	Subphylum	Class	Subclass	Superorder	Order	Family	Genus	Species_or_Subspecies	NCBI_Taxonomy_ID	Code	Genome_or_Transcriptome	Sequencing_Technology	Database	Accession_Number	Reference	Alternative_repository	BUSCO_Database	Trinity_C_plus_F	Trinity_C	Trinity_S	Trinity_D	Trinity_F	Trinity_M	Filtered_C_plus_F	Filtered_C	Filtered_S	Filtered_D	Filtered_F	Filtered_M	Protein_Number	C_plus_F	C	S	D	F	M	Eggnog	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp	# Transcripts	# Longest isoforms
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Chordeumatida	Craspedosomatidae	Craspedosoma	Craspedosoma sp. AD-2016	1820136	CRAS1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485977	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	93.2	88.5	56.3	32.2	4.7	6.8	95.8	90.9	57.8	33.1	4.9	4.2	14596	88.6	83.7	82.7	1	4.9	11.4	11552	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48594	14596
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Julida	Julidae	Cylindroiulus	Cylindroiulus sp. RF-2016	1816490	CYLI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458645			arthropoda_odb10	90.8	80.7	41.6	39.1	10.1	9.2	93.1	79.2	42.7	36.5	13.9	6.9	21944	81.5	66.7	65.7	1	14.8	18.5	14204	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	124515	21944
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Playtdesmida	Andrognathidae	Brachycybe	Brachycybe lecontii	1176341	BLEC1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR945430			arthropoda_odb10	92	87.6	67.4	20.2	4.4	8	95.6	91.2	70.2	21	4.4	4.4	12014	87.4	83.2	82.5	0.7	4.2	12.6	10220	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32794	12014
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Polydesmida	Paradoxosomatidae	Helicorthomorpha	Helicorthomorpha holstii	1325552	HHOL1	Transcriptome	Illumina NovaSeq 6000	NCBI SRA	SRR10161407			arthropoda_odb10	95.6	94.2	46.7	47.5	1.4	4.4	98.7	97.3	50.3	47	1.4	1.3	12775	87	85.4	84.3	1.1	1.6	13	10373	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47881	12775
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Polydesmida	Polydesmidae	Polydesmus	Polydesmus complanatus	510027	PCOM1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485993	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	89.4	81.2	53.7	27.5	8.2	10.6	93.7	83	51.5	31.5	10.7	6.3	14845	85.4	74.8	72.6	2.2	10.6	14.6	11799	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51449	14845
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Polydesmida	Polydesmidae	Pseudopolydesmus	Pseudopolydesmus sp. MB-2013	1348323	PSEU1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR945436			arthropoda_odb10	91.5	86.6	67.3	19.3	4.9	8.5	95.2	89.9	70.9	19	5.3	4.8	11927	89.4	84.1	83.6	0.5	5.3	10.6	9986	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29525	11927
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Polyzoniida	Polyzoniidae	Polyzonium	Polyzonium germanicum	118488	PGER1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485995	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	93.6	91.1	39.1	52	2.5	6.4	97.7	94.8	39.1	55.7	2.9	2.3	12684	78.4	75.1	73.9	1.2	3.3	21.6	10164	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55727	12684
Arthropoda	Myriapoda	Diplopoda	Helminthomorpha	-	Spirobolida	Trigoniulidae	Trigoniulus	Trigoniulus corallinus	1366115	TCOR1	Transcriptome	Illumina NovaSeq 6000	NCBI SRA	SRR10160968			arthropoda_odb10	96.5	95.7	31.4	64.3	0.8	3.5	99.2	97.2	36.4	60.8	2	0.8	20362	81.5	78	74.6	3.4	3.5	18.5	13227	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	163195	20362
Arthropoda	Myriapoda	Diplopoda	Penicillata	-	Polyxenida	Polyxenidae	Eudigraphis	Eudigraphis taiwaniensis	1816489	ETAI1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458640			arthropoda_odb10	90.5	81.3	41.2	40.1	9.2	9.5	92.6	82.5	42.3	40.2	10.1	7.4	30753	89.6	79.3	77.3	2	10.3	10.4	17791	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	212982	30753
Arthropoda	Myriapoda	Diplopoda	Penicillata	-	Polyxenida	Polyxenidae	Eudigraphis	Eudigraphis takakuwai	1366109	ETAK1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653191	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	87.7	75.4	43.5	31.9	12.3	12.3	91.2	76.4	43.7	32.7	14.8	8.8	28437	88.7	73.7	69.8	3.9	15	11.3	17370	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	152613	28437
Arthropoda	Myriapoda	Diplopoda	Penicillata	-	Polyxenida	Polyxenidae	Polyxenus	Polyxenus lagurus	52428	PLAG1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3485994	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	88.2	76.7	21.3	55.4	11.5	11.8	91.6	77.8	15.6	62.2	13.8	8.4	26123	90.5	76	68.7	7.3	14.5	9.5	16368	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	169017	26123
Arthropoda	Myriapoda	Diplopoda	Pentazonia	-	Glomerida	Glomeridae	Haploglomeris	Haploglomeris multistriata	1820151	HMUL1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485985	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	94.6	93.5	32.1	61.4	1.1	5.4	98.2	96.4	33.8	62.6	1.8	1.8	15761	78.6	76.7	72.9	3.8	1.9	21.4	11455	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	106730	15761
Arthropoda	Myriapoda	Diplopoda	Pentazonia	-	Glomerida	Glomeridellidae	Glomeridella	Glomeridella minima	1173034	GMIN1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485983	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	94.1	90.3	28.6	61.7	3.8	5.9	96.3	92.1	29.8	62.3	4.2	3.7	23536	90.9	85.2	66.6	18.6	5.7	9.1	18807	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	93983	23536
Arthropoda	Myriapoda	Diplopoda	Pentazonia	-	Glomeridesmida	Glomeridesmidae	Glomeridesmus	Glomeridesmus sp. MITS489	2099817	GLOM1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR6767056			arthropoda_odb10	93.3	89.3	57.5	31.8	4	6.7	98.1	93.7	59.9	33.8	4.4	1.9	17561	93.8	89	87.2	1.8	4.8	6.2	13862	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57254	17561
Arthropoda	Myriapoda	Pauropoda	-	-	Tetramerocerata	Eurypauropodidae	Acopauropus	Acopauropus ornatus	1820145	AORN1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485973			arthropoda_odb10	88.4	79.7	43.6	36.1	8.7	11.6	91.2	81.7	44.1	37.6	9.5	8.8	20016	90.4	80.8	67.2	13.6	9.6	9.6	15195	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	99001	20016
Arthropoda	Myriapoda	Pauropoda	-	-	Tetramerocerata	Pauropodidae	Pauropus	Pauropus huxleyi	2043368	PHUX1	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR6145369	10.1038/s41598-017-18562-w		arthropoda_odb10	90.8	81.7	32.2	49.5	9.1	9.2	93.8	82.2	28.2	54	11.6	6.2	18159	88.3	76.1	75.3	0.8	12.2	11.7	12437	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	123460	18159
Arthropoda	Myriapoda	Symphyla	-	-	-	Scolopendrellidae	Symphylella	Symphylella sp. AD-2014	1519114	SYMP1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR1653241	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	91.5	84.8	44.9	39.9	6.7	8.5	94.5	85.8	41.2	44.6	8.7	5.5	22032	91.2	82.2	78.6	3.6	9	8.8	14724	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81410	22032
Arthropoda	Myriapoda	Symphyla	-	-	-	Scutigerellidae	Hanseniella	Hanseniella nivea	1820138	HNIV1	Transcriptome	Illumina HiSeq 2000	NCBI SRA	SRR3485984	https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-020-01699-0		arthropoda_odb10	96.2	95.4	37.3	58.1	0.8	3.8	99.2	98.1	33.4	64.7	1.1	0.8	23946	94.7	93.5	88.5	5	1.2	5.3	16310	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	125021	23946
Arthropoda	Myriapoda	Symphyla	-	-	-	Scutigerellidae	Hanseniella	Hanseniella sp. RF-2016	1816491	HANS2	Transcriptome	Illumina HiSeq 2500	NCBI SRA	SRR3458647			arthropoda_odb10	93	83.3	49.7	33.6	9.7	7	95.3	85.2	49.7	35.5	10.1	4.7	29754	93.9	83.8	75.6	8.2	10.1	6.1	20892	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	292819	29754
Mollusca	-	Bivalvia	Autobranchia	-	Arcoida	Arcidae	Anadara	Anadara broughtonii	148819	SBRO1	Genome		MolluscDB (http://mgbase.qnlm.ac/page/help/main?Database%20Info)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615981/	http://gigadb.org/dataset/view/id/100607	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24045	93.8	91.2	85.6	5.6	2.6	6.2	18762	1026	1026	967	880	754	551	884566040	884566040	884347915	883710467	881527484	873913095	1026	55667740	884566040	33.7	44995656	36607544	9	15	7.36	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Mytilida	Mytilidae	Gigantidas	Gigantidas platifrons	2830794	BPLA1	Genome		molluscDB (https://ensembl.molluscdb.org/index.html)	PRJNA328542	https://www.nature.com/articles/s41559-017-0121	https://download.molluscdb.org/v2/Bathymodiolus_platifrons_Bpl_v1.0/fasta/pep/	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	33581	90.5	77.2	76.3	0.9	13.3	9.5	23585	65664	38722	14315	9998	7381	5748	1659280971	1642537725	1592062040	1562425395	1522017093	1462985368	57222	2790175	1655907012	34.17	345903	134845	1256	3164	11789.05	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Mytilida	Mytilidae	Mytilus	Mytilus coruscus	42192	MCOR1	Genome		NCBI Genome	PRJEB33342		http://download.mgbase.qnlm.ac/page/download/downloadall/	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	72541	97.2	91.7	90.1	1.6	5.5	2.8	39375	10484	10484	10411	9008	6371	4352	1903825920	1903825920	1903488409	1893103995	1849273107	1777522511	10484	13847550	1903825920	32.22	898347	286387	509	1470	1.38	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Ostreida	Ostreidae	Crassostrea	Crassostrea gigas	29159	CGIG1	Genome		NCBI Genome	PRJEB35351			metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	31371	91.4	90.8	83.1	7.7	0.6	8.6	24586	236	236	234	233	228	203	647887097	647887097	647883482	647876925	647772050	646883386	236	73550375	647887097	33.5	58462999	55785328	5	8	3.05	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Ostreida	Ostreidae	Crassostrea	Crassostrea virginica	6565	CRVI1	Genome		NCBI Genome	PRJNA379157			metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	34608	94.8	94.2	71	23.2	0.6	5.2	27146	10	10	10	10	10	10	684723884	684723884	684723884	684723884	684723884	684723884	10	104168038	684723884	34.83	75944018	59691872	4	7	9.61	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Ostreida	Ostreidae	Magallana	Magallana hongkongensis	2653900	MHON1	Genome		NCBI Genome	PRJNA576886	https://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-020-07027-6#availability-of-data-and-materials	https://figshare.com/articles/dataset/Reconstruction_of_ancient_homeobox_gene_linkages_inferred_from_a_new_high-quality_assembly_of_the_Hong_Kong_oyster_Magallana_hongkongensis_genome/12715490/1?file=24072050	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	45867	96.3	92.6	83.5	9.1	3.7	3.7	27708	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Ostreida	Ostreidae	Saccostrea	Saccostrea glomerata	157728	SGLO1	Genome		NCBI Genome	PRJNA414259	https://pubmed.ncbi.nlm.nih.gov/30295708/	http://soft.bioinfo-minzhao.org/srog/#	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	29738	94	88.9	85.3	3.6	5.1	6	23965	10101	8880	3543	2962	2340	1802	788100799	786998693	777135268	773142203	762915764	743359192	10101	7146926	788100799	33.31	804232	294783	242	644	5271.8	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Pectinida	Pectinidae	Argopecten	Argopecten purpuratus	228297	APUR1	Genome		MolluscDB (http://mgbase.qnlm.ac/page/help/main?Database%20Info)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5905365/	http://gigadb.org/dataset/100419	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26256	94.2	89.2	88.5	0.7	5	5.8	19384	225	225	225	225	188	155	136755176	136755176	136755176	136755176	136054197	134881859	225	5803869	136755176	35.34	1367601	938614	25	56	2849.82	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Pectinida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis	6573	MYES1	Genome		NCBI Genome	PRJNA390633			metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	24532	94	93.1	89.3	3.8	0.9	6	19353	82658	16034	5144	3235	2407	1952	987568220	962997817	938161658	925690487	912689454	896470606	29087	7498238	971566925	36.52	827226	336223	334	794	8229.62	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Pectinida	Pectinidae	Pecten	Pecten maximus	6579	PMAX1	Genome		NCBI Genome	PRJEB35330			metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26152	95.3	94.5	88.5	6	0.8	4.7	20417	3983	3977	3340	2293	831	218	918306378	918301050	916537535	908877333	885113046	864542322	3982	60076705	918306001	36.65	44824366	38817130	10	15	75.34	-	-
Mollusca	-	Bivalvia	Autobranchia	-	Pterioida	Pteriidae	Pinctada	Pinctada fucata	50426	PFUC1	Genome		MolluscDB (http://mgbase.qnlm.ac/page/help/main?Database%20Info)		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3325083/	https://marinegenomics.oist.jp/pearl/viewer/download?project_id=36	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	31477	86.9	74	71.5	2.5	12.9	13.1	22852	29306	23191	11205	8512	5746	3995	817712904	813204894	786536381	767804859	723245551	660152759	29306	1168043	817712904	35.03	167369	69757	1343	3202	12934.98	-	-
Mollusca	-	Bivalvia	Autobranchia	Imparidentia	Cardiida	Solecurtidae	Sinonovacula	Sinonovacula constricta	98310	SCON1	Genome		NCBI Genome	PRJNA559038	https://www.biorxiv.org/content/10.1101/735142v1.full	http://download.mgbase.qnlm.ac/page/download/downloadall/	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	26273	88.4	79.1	75.5	3.6	9.3	11.6	18038	7931	7931	7746	5404	2267	489	1332234310	1332234310	1331345255	1313890418	1262782102	1201378345	7931	93300556	1332234310	35.45	57991182	49100828	10	16	22.87	-	-
Mollusca	-	Bivalvia	Autobranchia	Imparidentia	Myida	Dreissenidae	Dreissena	Dreissena rostriformis	205083	DROS1	Genome		NCBI Genome	PRJNA550352	https://academic.oup.com/dnaresearch/article/26/5/411/5556422?login=true		metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	37681	90.4	75.2	73.2	2	15.2	9.6	29339	18514	18514	18514	17441	10993	7114	1241703712	1241703712	1241703712	1231604869	1128284165	989648568	18514	1148001	1241703712	34.88	131390	61066	2630	6060	5073.11	-	-
Mollusca	-	Bivalvia	Autobranchia	Imparidentia	Myida	Myidae	Mya	Mya arenaria	6604	MARE1	Transcriptome		NCBI SRA	SRR1560361			metazoa_odb10	88.9	63.5	50.9	12.6	25.4	11.1	86.6	63.3	50.9	12.4	23.3	13.4	24210	85.7	62.5	61.9	0.6	23.2	14.3	16217	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	110901	24210
Mollusca	-	Bivalvia	Autobranchia	Palaeoheterodonta	Unionida	Margaritiferidae	Margaritifera	Margaritifera margaritifera	2505931	MMAR1	Genome		NCBI Genome	PRJNA678877	https://www.biorxiv.org/content/10.1101/2020.12.06.413450v1.full	https://figshare.com/articles/dataset/Margaritifera_margaritifera_whole_genome_assembly_and_annotation/13333841	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	40544	95.8	92.6	82.3	10.3	3.2	4.2	25759	105182	105182	17243	15384	11583	9265	2472071740	2472071740	2307703781	2293496012	2236013461	2152307331	105182	2510869	2472071740	35.42	288726	124270	2393	5637	9379.39	-	-
Mollusca	-	Bivalvia	Autobranchia	Palaeoheterodonta	Unionida	Unionidae	Cristaria	Cristaria plicata	165446	CPLI1	Transcriptome		NCBI SRA	SRR2175868			metazoa_odb10	99.2	99.2	62.7	36.5	0	0.8	99.5	99.4	64.9	34.5	0.1	0.5	35256	96.7	96.3	96	0.3	0.4	3.3	19267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	457865	35256
Mollusca	-	Bivalvia	Protobranchia	-	Nuculida	Nuculidae	Nucula	Nucula tumidula	437803	NTUM1	Transcriptome		NCBI SRA	SRR5110533	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5103448/		metazoa_odb10	97.3	91.6	26.1	65.5	5.7	2.7	97.3	91.5	26	65.5	5.8	2.7	31151	95.5	89.7	87.1	2.6	5.8	4.5	20037	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	306374	31151
Mollusca	-	Caudofoveata	-	-	Chaetodermatida	Chaetodermatidae	Chaetoderma	Chaetoderma nitidulum	256131	CNIT1	Transcriptome		NCBI SRA	SRR5341487	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1282		metazoa_odb10	87.3	71.7	50.1	21.6	15.6	12.7	86.3	71.2	50.6	20.6	15.1	13.7	24768	85.9	70.8	69.9	0.9	15.1	14.1	16317	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	221874	24768
Mollusca	-	Caudofoveata	-	-	Chaetodermatida	Chaetodermatidae	Falcidens	Falcidens caudatus	2049293	FCAU1	Transcriptome		NCBI SRA	SRR6926337	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283		metazoa_odb10	82.9	73.5	28.4	45.1	9.4	17.1	83.6	74.9	27.9	47	8.7	16.4	22847	81.4	71.7	65.9	5.8	9.7	18.6	16494	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	124767	22847
Mollusca	-	Caudofoveata	-	-	Chaetodermatida	Chaetodermatidae	Falcidens	Falcidens sagittiferus	2136975	FSAG1	Transcriptome		NCBI SRA	SRR6926339	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283		metazoa_odb10	96.6	91.1	45.6	45.5	5.5	3.4	96.2	89.9	45.4	44.5	6.3	3.8	33206	94.8	88.2	87.3	0.9	6.6	5.2	19270	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	371619	33206
Mollusca	-	Caudofoveata	-	Limifossorimorpha	Limifossorida	Scutopodidae	Scutopus	Scutopus ventrolineatus	52922	SVEN1	Transcriptome		NCBI SRA	SRR6926333	https://royalsocietypublishing.org/doi/full/10.1098/rspb.2019.0115#d1e1283		metazoa_odb10	80.1	60.7	32.8	27.9	19.4	19.9	77.4	59	29.9	29.1	18.4	22.6	29550	75.5	57.3	55.9	1.4	18.2	24.5	18019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	265396	29550
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	-	Idiosepiidae	Idiosepius	Idiosepius pygmaeus	55281	IPYG1	Transcriptome		NCBI SRA	SRR7548191 + SRR7548192 + SRR7548195 + SRR7548198 + SRR7548196 + SRR7548194 + SRR7548193 + SRR7548190 (retina + stellate ganglion + subesophageal lobes 1 + supraesophageal lobes + tentacle tip + vertical lobe + optic lobe + buccal lobes)			metazoa_odb10	92.1	84.1	30.1	54	8	7.9	92.3	84.3	29.6	54.7	8	7.7	17038	91.5	83.3	70.9	12.4	8.2	8.5	12304	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	218434	17038
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	Teuthida	Architeuthidae	Architeuthis	Architeuthis dux	256136	ADUX1	Genome		NCBI Genome	PRJNA534469	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6962438/	http://gigadb.org/dataset/view/id/100676/File_page/1	metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	33406	93.1	85.3	84.7	0.6	7.8	6.9	25628	7373	7373	1892	1798	1686	1516	2693618964	2693618964	2685551091	2684902532	2682924414	2676851052	7373	32889981	2693618964	36.1	4852590	2190765	160	371	16762.51	-	-
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	Teuthida	Chiroteuthidae	Chiroteuthis	Chiroteuthis calyx	559536	CCAL1	Transcriptome		NCBI SRA	SRR5527417	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5541922/		metazoa_odb10	92.6	84.4	60.7	23.7	8.2	7.4	91.6	83.7	59.9	23.8	7.9	8.4	13525	90.3	82.5	80.6	1.9	7.8	9.7	9933	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	93744	13525
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	Teuthida	Enoploteuthidae	Pterygioteuthis	Pterygioteuthis hoylei	559549	PHOY1	Transcriptome		NCBI SRA	SRR5527418	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5541922/		metazoa_odb10	97.5	93.9	65.2	28.7	3.6	2.5	97.1	93.5	64.8	28.7	3.6	2.9	17293	96.4	92.7	91.1	1.6	3.7	3.6	12505	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	102745	17293
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	Teuthida	Octopoteuthidae	Octopoteuthis	Octopoteuthis deletron	1582096	ODEL1	Transcriptome		NCBI SRA	SRR5527415	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5541922/		metazoa_odb10	98	96.2	63.9	32.3	1.8	2	98	96	63.9	32.1	2	2	17766	95.5	93.6	91.5	2.1	1.9	4.5	12500	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	144409	17766
Mollusca	-	Cephalopoda	Coleoidea	Decapodiformes	Teuthida	Onychoteuthidae	Onychoteuthis	Onychoteuthis banksii	392296	OBAN1	Transcriptome		NCBI SRA	SRR8950474 + SRR8950473 (liver + brain)			metazoa_odb10	90.5	82	56.4	25.6	8.5	9.5	90.5	82.2	56.1	26.1	8.3	9.5	13947	89.6	81.2	77.3	3.9	8.4	10.4	10411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98449	13947
Mollusca	-	Cephalopoda	Coleoidea	Octopodiformes	Octopoda	Octopodidae	Octopus	Octopus bimaculoides	37653	OBIM1	Genome	Illumina HiSeq 2000	NCBI Genome	PRJNA305125			metazoa_odb10	-	-	-	-	-	-	-	-	-	-	-	-	15842	93.8	90.6	88.8	1.8	3.2	6.2	13446	151674	20017	11204	9978	8503	7022	2338188782	2287472030	2268029419	2259538056	2234560901	2180366633	48470	4064693	2305799710	36.06	485615	215581	1300	3077	15346.35	-	-
